userId,movieId,rating,timestamp
107953,57669,5.0,1970-01-17 13:11:18.317
87451,57669,4.5,1970-01-18 12:27:41.297
26390,57669,4.5,1970-01-15 05:54:17.643
36693,57669,3.5,1970-01-17 14:29:36.859
121961,57669,4.0,1970-01-15 15:59:38.961
86385,57669,5.0,1970-01-16 22:14:44.269
55542,57669,3.5,1970-01-19 01:45:44.901
60818,57669,4.0,1970-01-16 21:41:56.518
109696,57669,3.0,1970-01-19 00:21:26.720
60971,57669,4.0,1970-01-17 09:54:56.764
6537,57669,4.5,1970-01-15 09:28:38.304
138330,57669,4.0,1970-01-18 12:18:08.220
97087,57669,2.5,1970-01-17 15:22:46.341
71533,57669,4.5,1970-01-15 06:21:29.704
45161,57669,5.0,1970-01-16 16:00:24.639
3240,57669,3.5,1970-01-17 11:10:19.893
34931,57669,1.0,1970-01-18 15:16:26.321
106006,57669,4.5,1970-01-15 07:07:39.307
113533,57669,4.5,1970-01-18 04:51:10.499
114358,57669,4.0,1970-01-15 05:25:18.364
10570,57669,3.0,1970-01-18 07:02:31.490
46143,57669,4.0,1970-01-15 15:51:22.490
13700,57669,3.5,1970-01-15 01:51:37.683
24772,57669,5.0,1970-01-17 10:33:21.002
39103,57669,5.0,1970-01-17 17:59:48.096
32226,57669,4.0,1970-01-18 20:29:20.180
106313,57669,1.0,1970-01-15 06:15:31.478
148226,57669,4.0,1970-01-18 16:55:17.980
13934,57669,4.0,1970-01-15 13:04:25.837
127793,57669,5.0,1970-01-18 04:59:20.607
59239,57669,4.5,1970-01-17 23:52:05.662
19079,57669,4.0,1970-01-17 01:37:24.130
71547,57669,4.5,1970-01-16 15:26:40.841
143760,57669,5.0,1970-01-17 18:26:28.154
46894,57669,3.0,1970-01-15 15:33:42.157
159125,57669,4.0,1970-01-18 01:42:04.082
64203,57669,4.5,1970-01-18 20:47:15.840
20656,57669,5.0,1970-01-15 11:05:51.813
70742,57669,3.5,1970-01-16 06:18:38.435
50821,57669,4.0,1970-01-19 04:24:54.894
36231,57669,3.5,1970-01-17 15:58:44.846
51423,57669,5.0,1970-01-15 15:24:08.858
28895,57669,2.0,1970-01-17 21:50:51.688
55571,57669,2.0,1970-01-15 12:28:17.964
47624,57669,5.0,1970-01-17 18:40:32.796
700,57669,3.0,1970-01-16 15:13:14.834
100286,57669,2.5,1970-01-16 13:42:07.537
127036,57669,5.0,1970-01-18 16:36:29.600
22128,57669,4.5,1970-01-18 04:10:29.262
141396,57669,4.5,1970-01-18 05:10:43.570
25309,57669,1.0,1970-01-17 22:41:08.865
145610,57669,4.5,1970-01-17 21:42:46.125
146335,57669,4.0,1970-01-17 17:28:50.420
94187,57669,2.0,1970-01-17 13:57:18.808
89892,57669,4.5,1970-01-18 19:33:05.235
129594,57669,4.0,1970-01-15 14:37:05.409
74702,57669,4.0,1970-01-19 02:51:04.915
10361,57669,4.0,1970-01-17 18:49:24.720
134307,57669,4.5,1970-01-18 08:55:13.841
71000,57669,2.5,1970-01-18 17:23:59.661
17573,57669,4.0,1970-01-17 17:37:14.252
132642,57669,3.5,1970-01-17 22:07:47.745
137379,57669,5.0,1970-01-16 20:35:17.160
149888,57669,5.0,1970-01-16 16:34:52.627
91182,57669,4.5,1970-01-18 08:44:13.224
82756,57669,3.5,1970-01-17 18:56:09.811
134437,57669,4.0,1970-01-18 00:48:48.034
146598,57669,3.0,1970-01-17 23:01:53.431
14585,57669,5.0,1970-01-19 05:12:21.351
117004,57669,5.0,1970-01-17 12:40:39.000
89737,57669,4.0,1970-01-17 14:32:10.873
128751,57669,4.0,1970-01-16 12:19:21.389
143617,57669,3.0,1970-01-18 12:38:21.853
113181,57669,5.0,1970-01-15 20:47:58.186
113295,57669,3.5,1970-01-18 14:55:28.471
82727,57669,4.5,1970-01-17 14:24:06.799
24687,57669,4.5,1970-01-15 10:28:11.933
13164,57669,2.0,1970-01-16 03:42:50.688
31914,57669,4.5,1970-01-17 15:56:09.356
152788,57669,3.5,1970-01-15 08:16:49.290
90427,57669,3.5,1970-01-17 18:38:48.304
114961,57669,2.5,1970-01-17 16:29:36.665
129437,57669,2.0,1970-01-18 01:50:13.582
94411,57669,5.0,1970-01-16 02:20:33.152
36160,57669,4.5,1970-01-19 02:48:30.733
17443,57669,4.0,1970-01-17 18:34:39.977
90326,57669,3.5,1970-01-15 08:24:01.493
29871,57669,4.0,1970-01-17 22:55:08.198
44086,57669,4.5,1970-01-15 02:21:36.631
84216,57669,4.0,1970-01-19 02:16:53.968
76665,57669,4.5,1970-01-16 20:55:20.682
68213,57669,4.0,1970-01-17 09:21:22.505
129390,57669,5.0,1970-01-19 03:10:19.487
16774,57669,4.0,1970-01-17 10:26:29.967
28551,57669,4.5,1970-01-16 10:55:38.538
51945,57669,4.0,1970-01-17 02:22:59.758
43102,57669,3.5,1970-01-15 04:31:11.426
89538,57669,2.0,1970-01-15 21:53:53.149
103703,57669,1.0,1970-01-15 13:32:01.415
69368,57669,4.0,1970-01-15 02:47:18.757
100374,57669,4.0,1970-01-15 02:27:59.103
123881,57669,4.5,1970-01-16 13:30:40.950
104997,57669,5.0,1970-01-17 22:59:47.858
134550,57669,5.0,1970-01-15 01:25:41.851
136730,57669,4.5,1970-01-16 14:32:01.341
124391,57669,4.0,1970-01-18 07:32:58.506
66972,57669,3.0,1970-01-19 01:04:43.365
48851,57669,4.0,1970-01-16 16:59:30.734
114502,57669,5.0,1970-01-18 01:37:02.872
67122,57669,4.0,1970-01-17 16:00:34.741
31609,57669,5.0,1970-01-17 17:43:34.616
152665,57669,3.5,1970-01-18 21:24:15.390
24821,57669,3.5,1970-01-16 01:48:44.734
108704,57669,4.0,1970-01-18 03:06:37.826
158612,57669,5.0,1970-01-19 00:12:00.817
83488,57669,4.0,1970-01-17 20:42:10.549
20958,57669,3.5,1970-01-19 04:40:39.253
2165,57669,4.5,1970-01-15 09:49:45.252
150604,57669,2.0,1970-01-18 00:48:26.885
142682,57669,3.0,1970-01-18 22:28:44.821
74713,57669,4.5,1970-01-18 15:35:32.655
127546,57669,3.5,1970-01-17 06:54:32.195
16457,57669,4.5,1970-01-18 15:17:43.776
134814,57669,4.0,1970-01-17 06:03:15.138
69030,57669,4.0,1970-01-15 12:50:44.632
92767,57669,3.5,1970-01-15 18:52:24.990
89176,57669,5.0,1970-01-18 14:30:54.077
37384,57669,3.0,1970-01-17 15:42:26.446
144024,57669,2.5,1970-01-18 06:52:59.766
124381,57669,4.0,1970-01-17 18:56:35.662
57548,57669,0.5,1970-01-17 19:23:04.882
39452,57669,4.0,1970-01-19 04:21:43.351
150645,57669,4.0,1970-01-16 13:27:25.782
2244,57669,5.0,1970-01-18 09:53:26.328
136911,57669,3.5,1970-01-16 21:53:00.948
39518,57669,4.0,1970-01-15 16:27:36.142
55906,57669,3.5,1970-01-15 10:08:30.582
36249,57669,2.0,1970-01-15 10:12:19.631
100483,57669,4.5,1970-01-18 10:38:45.961
121944,57669,4.0,1970-01-17 17:50:26.979
87334,57669,4.5,1970-01-16 02:57:21.961
9875,57669,4.0,1970-01-16 16:48:25.064
66068,57669,2.5,1970-01-17 15:53:20.412
61363,5,1.0,1970-01-11 20:42:47.834
83664,5,2.0,1970-01-10 20:16:32.323
106596,5,5.0,1970-01-10 23:35:04.080
130868,5,2.0,1970-01-12 19:14:35.054
82926,5,3.0,1970-01-10 18:03:24.112
147439,5,4.0,1970-01-17 13:59:37.673
145558,5,1.0,1970-01-10 22:26:22.367
143126,5,3.0,1970-01-10 23:08:44.262
45287,5,3.0,1970-01-10 23:37:34.502
63358,5,3.0,1970-01-10 18:03:42.488
157094,5,4.0,1970-01-14 08:40:21.609
4325,5,4.0,1970-01-13 12:42:41.335
17894,5,3.0,1970-01-10 21:58:39.499
42039,5,4.0,1970-01-12 06:45:13.742
86271,5,4.0,1970-01-10 16:44:01.038
97127,5,3.0,1970-01-13 19:40:44.208
126901,5,3.0,1970-01-10 17:03:20.211
151354,5,3.0,1970-01-10 17:30:59.078
112454,5,3.0,1970-01-10 16:53:06.863
126320,5,5.0,1970-01-10 20:15:02.386
71874,5,0.5,1970-01-16 11:48:09.734
80616,5,4.0,1970-01-10 18:42:49.953
160305,5,5.0,1970-01-16 02:42:30.886
77679,5,5.0,1970-01-16 09:44:11.812
31658,5,2.0,1970-01-11 06:38:37.134
114575,5,3.0,1970-01-11 00:24:50.933
33954,5,5.0,1970-01-18 03:22:38.477
157690,5,4.0,1970-01-10 23:13:42.557
161555,5,3.0,1970-01-10 22:23:10.339
67676,5,2.5,1970-01-14 12:31:53.581
2315,5,3.0,1970-01-10 20:06:39.070
23823,5,4.0,1970-01-10 23:27:56.638
131707,5,3.0,1970-01-12 02:29:59.560
997,5,3.0,1970-01-18 16:49:34.066
158436,5,1.0,1970-01-10 21:57:37.880
14552,5,3.0,1970-01-12 02:33:45.102
2062,5,3.0,1970-01-10 23:43:37.421
98143,5,4.0,1970-01-11 05:02:09.441
